modele_id,marque,marque_id,modele,nom_complet,nom_affichage,nom_fr,titre_fr,type_fr,prix_lancement_eur,prix_source,marche_fr,priorite,vues_60j,a_version_fr,nb_langues,titre_wikipedia,pays_origine,ecole,categorie,annee_debut,annee_fin,cylindree_cc,architecture,refroidissement,puissance_ch,puissance_kw,puissance_tr_min,couple_nm,couple_tr_min,poids_kg,poids_type,poids_sec_kg,poids_tous_pleins_kg,hauteur_selle_mm,empattement_mm,longueur_mm,largeur_mm,hauteur_mm,reservoir_l,vitesse_max_kmh,a2_compatible,a2_detail,moteur,alesage_course,compression,transmission,cadre,suspension,freins,pneus,consommation,predecesseur,successeur,aussi_appele,image_url,wikidata_id,url_wikipedia,url_wikipedia_fr,source_specs_fr,image_vignette,image_licence,image_auteur,image_page,image_utilisable,resume_fr,production_raw,completude_pct,alertes,source
ducati-450-mark-3,Ducati,ducati,Ducati 450 Mark 3,Ducati 450 Mark 3,Ducati 450 Mark 3,,,,,,oui,106.9,250,non,0,Ducati 450 Mark 3,Italie,italienne,Roadster,1969,1974,436.0,Monocylindre,Air,27.4,20.13,7000,,,130.0,à sec,130.0,,735.0,1360.0,2000.0,590.0,,,,oui,"20.1 kW, 0.155 kW/kg",436 cc Air-cooled bevel drive SOHC single cylinder four stroke,86 × 75 mm,9.3:1,"Multiplate wet clutch, 5 speed",Single cradle,Front: telescopic forks / Rear: swinging arm,Drum front & rear,Front: 300x19 / Rear: 350x18,,,,,,Q108940348,https://en.wikipedia.org/wiki/Ducati_450_Mark_3,,,,,,,inconnu,,1969–1974,73,,Wikipedia EN (CC BY-SA 4.0)
ducati-parallel-twins,Ducati,ducati,Ducati 350/500 GTL,Ducati 350/500 GTL,Ducati 350/500 GTL,,,,,,oui,106.8,297,non,0,Ducati parallel twins,Italie,italienne,Roadster,1975,1977,497.0,,Air,35.5,26.1,6500,,,170.0,à sec,170.0,,,1400.0,,,,,170.0,oui,"26.1 kW, 0.154 kW/kg",497 - 350 cc Air-cooled OHC twin cylinder 360° four stroke,78 × 52 mm (500) / 71.8 × 43.2 mm (350),9.6:1,"Multiplate wet clutch, 5 speed",Single cradle,Front: telescopic forks / Rear: swinging arm,Disc front (twin on 500) / Drum rear,Front: 325x18 / Rear: 350x18,,,,,,Q110664487,https://en.wikipedia.org/wiki/Ducati_parallel_twins,,,,,,,inconnu,,1975–1977,67,,Wikipedia EN (CC BY-SA 4.0)
healey-1000-4,Ariel,ariel,Healey 1000/4,Ariel Healey 1000/4,Ariel Healey 1000/4,,,,,,oui,106.8,347,non,1,Healey 1000/4,Royaume-Uni,britannique,,1971,1971,997.0,,,52.7,38.78,6000,,,161.03,à sec,161.03,,,,,,,,193.12,non,puissance > 35 kW,997 cc OHV square four,,,Four-speed gearbox to chain final drive,,,"Drum or disc front, drum rear",,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5b/Healey_1000_4_right_side_cropped.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5690248,https://en.wikipedia.org/wiki/Healey_1000/4,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Healey_1000_4_right_side_cropped.JPG/960px-Healey_1000_4_right_side_cropped.JPG,CC BY 2.0,Pauline Smith,https://commons.wikimedia.org/wiki/File:Healey_1000_4_right_side_cropped.JPG,oui,,1971-77,53,,Wikipedia EN (CC BY-SA 4.0)
honda-z50r,Honda,honda,Z50R,Honda Z50R,Honda Z50R,,,,,,oui,106.4,632,non,0,Honda Z50R,Japon,japonaise,Minibike,1979,1999,49.0,Monocylindre,Air,,,,,,,,,,,,,,,,,,,"49 cc, OHC, air-cooled, four stroke, single",,,3-speed semi-automatic transmission,Backbone,,,,,Honda Z50A,Honda XR50R,,https://upload.wikimedia.org/wikipedia/commons/2/23/MONKEY_BAJA.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q15098896,https://en.wikipedia.org/wiki/Honda_Z50R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/MONKEY_BAJA.jpg/960px-MONKEY_BAJA.jpg,CC BY-SA 3.0,Midnightpumpkin,https://commons.wikimedia.org/wiki/File:MONKEY_BAJA.jpg,oui,,1979-1999,40,,Wikipedia EN (CC BY-SA 4.0)
norton-cs1,Norton,norton,Norton CS1,Norton CS1,Norton CS1,,,,,,oui,106.2,258,non,2,Norton CS1,Royaume-Uni,britannique,,1927,1939,490.0,Monocylindre,,25.3,18.64,,,,144.7,tous pleins faits,,144.7,,,,,,,136.79,oui,"18.6 kW, 0.129 kW/kg",490cc bevel drive overheadcam single cylinder,,,,,,drum,,,,,Cammy Norton. Cricket Bat Motor (1920s).,https://upload.wikimedia.org/wikipedia/commons/f/f4/Norton_CS1_%281936%29_%289136583659%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7060591,https://en.wikipedia.org/wiki/Norton_CS1,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Norton_CS1_%281936%29_%289136583659%29.jpg/960px-Norton_CS1_%281936%29_%289136583659%29.jpg,CC BY 2.0,"Steve Glover from Bolton, Lancs., England",https://commons.wikimedia.org/wiki/File:Norton_CS1_(1936)_(9136583659).jpg,oui,,1927–1939,53,,Wikipedia EN (CC BY-SA 4.0)
bsa-road-rocket,BSA,bsa,BSA A10 Road Rocket,BSA A10 Road Rocket,BSA A10 Road Rocket,,,,,,oui,106.1,423,non,0,BSA Road Rocket,Royaume-Uni,britannique,,1954,1958,646.0,,Air,40.6,29.83,6000,,,189.6,à sec,189.6,,,1390.65,2133.6,,,,,oui,"29.8 kW, 0.157 kW/kg",646 cc air cooled twin,70 × 84 mm,,"Four speed, chain drive",,"Telescopic fork (front), swinging arm (rear)",Drum,,42 mpgus,,BSA Super Rocket,,https://upload.wikimedia.org/wikipedia/commons/7/71/BSA_Road_Rocket.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q4836551,https://en.wikipedia.org/wiki/BSA_Road_Rocket,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/BSA_Road_Rocket.JPG/960px-BSA_Road_Rocket.JPG,CC BY 3.0,Thruxton,https://commons.wikimedia.org/wiki/File:BSA_Road_Rocket.JPG,oui,,1954-1958,53,,Wikipedia EN (CC BY-SA 4.0)
velocette-mss,Velocette,velocette,Velocette MSS,Velocette MSS,Velocette MSS,,,,,,oui,106.0,418,non,0,Velocette MSS,Royaume-Uni,britannique,,1935,1935,495.0,Monocylindre,Air,23.3,17.15,5000,,,170.1,à sec,170.1,,,,,,,,128.75,oui,"17.1 kW, 0.101 kW/kg","495cc, OHV air-cooled single",1935-1939 81.0 × 96 mm 1954 onwards 86 mm x 86 mm,,"Four-speed, chain final drive",,,Drum,,,,Venom,,,Q7919261,https://en.wikipedia.org/wiki/Velocette_MSS,,,,,,,inconnu,,1935–68,53,,Wikipedia EN (CC BY-SA 4.0)
cagiva-gp500,Cagiva,cagiva,Cagiva GP500 (C587),Cagiva GP500 (C587),Cagiva GP500 (C587),,,,,,oui,106.0,666,non,2,Cagiva GP500,Italie,italienne,Sportive,1987,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cagiva C10,Cagiva C588,,https://upload.wikimedia.org/wikipedia/commons/0/02/Cagiva_C591_of_Mat_Mladin_1993_Eastern_Creek.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3649643,https://en.wikipedia.org/wiki/Cagiva_GP500,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Cagiva_C591_of_Mat_Mladin_1993_Eastern_Creek.jpg/960px-Cagiva_C591_of_Mat_Mladin_1993_Eastern_Creek.jpg,CC BY-SA 2.0,Stu Newby,https://commons.wikimedia.org/wiki/File:Cagiva_C591_of_Mat_Mladin_1993_Eastern_Creek.jpg,oui,,1987,20,,Wikipedia EN (CC BY-SA 4.0)
honda-cz100,Honda,honda,CZ100,Honda CZ100,Honda CZ100,,,,,,oui,105.9,385,non,2,Honda CZ100,Japon,japonaise,Minibike,1963,1966,49.0,Monocylindre,Air,,,,,,,,,,,,,,,,,,,"49 cc, OHV, air cooled, four stroke, single",,,3-speed semi-automatic transmission,Backbone,,Drum,,,Honda Z100,Honda Z50M,Mark I and Mark II,https://upload.wikimedia.org/wikipedia/commons/3/3f/Cz100_mk2_800x600.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1626560,https://en.wikipedia.org/wiki/Honda_CZ100,,,https://upload.wikimedia.org/wikipedia/commons/3/3f/Cz100_mk2_800x600.jpg,Public domain,Holger Sahlmann at de.wikipedia,https://commons.wikimedia.org/wiki/File:Cz100_mk2_800x600.jpg,oui,,1963-1966,47,,Wikipedia EN (CC BY-SA 4.0)
vincent-black-knight,Vincent,vincent,Vincent Black Knight,Vincent Black Knight,Vincent Black Knight,,,,,,oui,105.9,492,non,0,Vincent Black Knight,Royaume-Uni,britannique,,1954,1955,998.0,,,45.6,33.56,,,,208.65,à sec,208.65,,,1435.1,,,,,,oui,"33.6 kW, 0.161 kW/kg",998cc V twin,,,,,'Girdraulic' oil damped (front) cantilever monoshock (rear),,"Front tyre 3.50 x 19 in, Rear tyre 4.0 x 18 in",,Vincent Rapide,,,https://upload.wikimedia.org/wikipedia/commons/6/61/MHV_Vincent_Black_Prince_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7931673,https://en.wikipedia.org/wiki/Vincent_Black_Knight,,,https://upload.wikimedia.org/wikipedia/commons/6/61/MHV_Vincent_Black_Prince_01.jpg,Public domain,MartinHansV,https://commons.wikimedia.org/wiki/File:MHV_Vincent_Black_Prince_01.jpg,oui,,1954–1955,47,,Wikipedia EN (CC BY-SA 4.0)
ilmor-x3,,,Ilmor GP,Ilmor GP,Ilmor GP,,,,,,non,105.9,581,non,3,Ilmor X3,,,Compétition,2006,2007,800.0,V4,,,,,,,,,,,,,,,,,,,,800 cc four-stroke 70° V4,,,,,,,,,,,Ilmor X³,https://upload.wikimedia.org/wikipedia/commons/6/66/Ilmor_GP.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q1658995,https://en.wikipedia.org/wiki/Ilmor_X3,,,https://upload.wikimedia.org/wikipedia/commons/6/66/Ilmor_GP.jpg,CC BY-SA 4.0,Ilmor GP,https://commons.wikimedia.org/wiki/File:Ilmor_GP.jpg,oui,,2006–2007,33,,Wikipedia EN (CC BY-SA 4.0)
ducati-vento,Ducati,ducati,Ducati Vento,Ducati Vento,Ducati Vento,,,,,,oui,105.6,183,non,0,Ducati Vento,Italie,italienne,Sportive,1976,1983,,Monocylindre,Air,28.4,20.88,8000,,,134.0,à sec,134.0,,,1370.0,,,,16.0,168.0,oui,"20.9 kW, 0.156 kW/kg",Air-cooled bevel drive SOHC single cylinder four stroke,76 × 75 mm,10:1,"Multiplate wet clutch, 5 speed",Single cradle,Front: telescopic forks / Rear: swinging arm,Dual discs front / Single disc rear,Front: 325x18 / Rear: 350x18,,,,,https://upload.wikimedia.org/wikipedia/commons/3/34/Ducati_Vento_350_1979_b.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q110639930,https://en.wikipedia.org/wiki/Ducati_Vento,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ducati_Vento_350_1979_b.JPG/960px-Ducati_Vento_350_1979_b.JPG,CC BY-SA 4.0,Peprovira,https://commons.wikimedia.org/wiki/File:Ducati_Vento_350_1979_b.JPG,oui,,1976-1983,80,,Wikipedia EN (CC BY-SA 4.0)
tvs-sport,TVS,tvs,TVS Sport,TVS Sport,TVS Sport,,,,,,non,105.5,663,non,0,TVS Sport,Inde,indienne,,2007,,109.7,Monocylindre,,8.3,6.1,7350,8.7,4500,,,,,,,,,,10.0,,à vérifier,poids inconnu,"109.7 cc, four stroke, single",,,4-speed manual,,"Telescopic hydraulics front forks (110mm),5 stage adjustable rear shock (79mm)","Front:130 mm drum, rear:110 mm drum",,,,,,,Q7672240,https://en.wikipedia.org/wiki/TVS_Sport,,,,,,,inconnu,,2007–present,53,,Wikipedia EN (CC BY-SA 4.0)
tvs-scooty,TVS,tvs,TVS Scooty,TVS Scooty,TVS Scooty,,,,,,non,105.5,3684,non,0,TVS Scooty,Inde,indienne,Scooter / Cyclomoteur,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4d/TVS_Scooty_Streak.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7672238,https://en.wikipedia.org/wiki/TVS_Scooty,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/TVS_Scooty_Streak.jpg/960px-TVS_Scooty_Streak.jpg,CC BY-SA 2.0,Girish Gopi,https://commons.wikimedia.org/wiki/File:TVS_Scooty_Streak.jpg,oui,,1996–Present,20,,Wikipedia EN (CC BY-SA 4.0)
cagiva-c589,Cagiva,cagiva,Cagiva C589,Cagiva C589,Cagiva C589,,,,,,oui,105.4,253,non,1,Cagiva C589,Italie,italienne,,,,492.6,4 cylindres en ligne,,101.4,74.57,12000,83.3,11500,122.0,à sec,122.0,,800.0,1400.0,2015.0,500.0,,,,non,puissance > 35 kW,"492.6 cc two-stroke, four-cylinder with an 80° V angle",56 × 50 mm,,Chain,,,,,,Cagiva C588,Cagiva C590,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Randy_Mamola_1989.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3649637,https://en.wikipedia.org/wiki/Cagiva_C589,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Randy_Mamola_1989.jpg/960px-Randy_Mamola_1989.jpg,CC BY-SA 3.0,Rikita,https://commons.wikimedia.org/wiki/File:Randy_Mamola_1989.jpg,oui,,,60,,Wikipedia EN (CC BY-SA 4.0)
honda-cl100,Honda,honda,Honda CL100,Honda CL100,Honda CL100,,,,,,oui,105.4,473,non,0,Honda CL100,Japon,japonaise,Trail / Aventure,1970,1973,99.0,Monocylindre,,,,,,,,,,,,,,,,,,,,"99 cc four-stroke, single",,,5-speed chain drive manual,,,Front drum / Rear drum,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e0/Honda_cl100.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5892302,https://en.wikipedia.org/wiki/Honda_CL100,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Honda_cl100.jpg/960px-Honda_cl100.jpg,CC BY 2.5,,https://commons.wikimedia.org/wiki/File:Honda_cl100.jpg,oui,,1970–1973,47,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-kr750,Kawasaki,kawasaki,Kawasaki KR750,Kawasaki KR750,Kawasaki KR750,,,,,,oui,105.0,341,non,2,Kawasaki KR750,Japon,japonaise,Compétition,1975,1977,748.2,3 cylindres,Liquide,,,,,,,,,,,1430.0,,,,,,,,"inline-triple, liquid-cooled, two-stroke, 748.2 cc",71 × 63 mm,,6-speed gearbox,,,,,,Kawasaki H2R,,,,Q671936,https://en.wikipedia.org/wiki/Kawasaki_KR750,,,,,,,inconnu,,1975–1977,40,,Wikipedia EN (CC BY-SA 4.0)
hesketh-v1000,,,Hesketh V1000,Hesketh V1000,Hesketh V1000,,,,,,non,104.7,792,non,2,Hesketh V1000,,,,1980,,992.0,V-twin,Air,,,,,,,,,,838.0,1510.0,2235.0,,,23.0,,,,992 cc air-cooled 90° V-twin,,,Five speed constant mesh. Sealed roller O-ring chain,,,Brembo 310 mm-diameter twin discs (front) with single 270 mm diameter (rear),,,,,,,Q1615618,https://en.wikipedia.org/wiki/Hesketh_V1000,,,,,,,inconnu,,1980–,53,,Wikipedia EN (CC BY-SA 4.0)
tvs-wego,TVS,tvs,TVS Wego,TVS Wego,TVS Wego,,,,,,non,104.5,1285,non,2,TVS Wego,Inde,indienne,Scooter / Cyclomoteur,,,110.0,Monocylindre,Air,8.0,5.88,7500,8.4,5500,,,,,,,,,,5.0,,à vérifier,poids inconnu,"110 cc CVT-I, 4 Stroke, air-cooled, single, spark ignition",,,CVT,,"Front: Advanced telescopic suspension / Rear: Unit swing, gas-filled hydraulic damper",,,,TVS Scooty,TVS Jupiter,,https://upload.wikimedia.org/wikipedia/commons/e/ed/TVS_Wego.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7672243,https://en.wikipedia.org/wiki/TVS_Wego,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/TVS_Wego.jpg/960px-TVS_Wego.jpg,CC BY 3.0,Jairodz,https://commons.wikimedia.org/wiki/File:TVS_Wego.jpg,oui,,20102020 (India) / 2011present (Overseas),53,,Wikipedia EN (CC BY-SA 4.0)
suzuki-t90,Suzuki,suzuki,Suzuki T90,Suzuki T90,Suzuki T90,,,,,,oui,104.4,203,non,1,Suzuki T90,Japon,japonaise,Roadster,1969,1972,89.0,,Air,10.6,7.83,9000,,,90.0,à sec,90.0,,,1200.0,,,,,109.44,oui,"7.8 kW, 0.087 kW/kg",89 cc air-cooled two-stroke parallel twin,38 × 39.6 mm,7:1,"Multiplate wet clutch, 5 speed",Triform spine,Front: telescopic forks / Rear: swinging arm,Drum brakes front & rear,Front: 250x18 / Rear: 300x18,,,,Suzuki Wolf,https://upload.wikimedia.org/wikipedia/commons/6/6a/1969_Suzuki_Wolf_T90_at_Suzuki_Plaza%2C_front_left_side.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q108795429,https://en.wikipedia.org/wiki/Suzuki_T90,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/1969_Suzuki_Wolf_T90_at_Suzuki_Plaza%2C_front_left_side.jpg/960px-1969_Suzuki_Wolf_T90_at_Suzuki_Plaza%2C_front_left_side.jpg,CC BY-SA 3.0,Mr.choppers,"https://commons.wikimedia.org/wiki/File:1969_Suzuki_Wolf_T90_at_Suzuki_Plaza,_front_left_side.jpg",oui,,1969-1972,73,,Wikipedia EN (CC BY-SA 4.0)
douglas-dragonfly,Douglas,douglas,Douglas Dragonfly,Douglas Dragonfly,Douglas Dragonfly,,,,,,non,104.3,708,non,0,Douglas Dragonfly,Royaume-Uni,britannique,,1955,1957,348.0,,,17.2,12.68,5500,16.0,3350,165.83,à sec,165.83,,762.0,1422.4,2184.4,,,,112.65,oui,"12.7 kW, 0.076 kW/kg","348 cc four stroke, OHV, flat twin",,,"Four speed manual, chain final drive",tubular double cradle,"Leading link, front: Swingarm with twin hydraulic shock absorber, rear","Drum, front and rear",,55 mpgus,Douglas 500 cc,None,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Douglas_Dragonfly_664.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5301420,https://en.wikipedia.org/wiki/Douglas_Dragonfly,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Douglas_Dragonfly_664.jpg/960px-Douglas_Dragonfly_664.jpg,CC BY 2.0,Terry Whalebone,https://commons.wikimedia.org/wiki/File:Douglas_Dragonfly_664.jpg,oui,,1955–1957,73,largeur_mm=396.24 hors [400-1200],Wikipedia EN (CC BY-SA 4.0)
lambretta-li-special,,,Lambretta Li Special,Lambretta Li Special,Lambretta Li Special,,,,,,non,104.1,693,non,1,Lambretta Li Special,,,Scooter / Cyclomoteur,1963,1969,123.0,Monocylindre,Air,7.2,5.31,5500,,,110.0,à sec,110.0,,,,1800.0,700.0,,8.0,77.25,oui,"5.3 kW, 0.048 kW/kg","125 Special - 123 cc 2-stroke, air-cooled, single / 150 Special - 148 cc 2-stroke, air-cooled, single",125 Special - 52 × 58 mm / 150 Special - 57 × 58 mm,125 Special - 8:1 / 150 Special - 7.5:1,,Tubular frame,Front: Telescopic fork / Rear: Shock absorber,Front - drum / Rear - drum,3.50*10 (front and rear),,,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/1966_Innocenti_Lambretta_Li125_Special_Metallic_Blue_1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q6481546,https://en.wikipedia.org/wiki/Lambretta_Li_Special,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/1966_Innocenti_Lambretta_Li125_Special_Metallic_Blue_1.jpg/960px-1966_Innocenti_Lambretta_Li125_Special_Metallic_Blue_1.jpg,CC BY-SA 4.0,hongsta,https://commons.wikimedia.org/wiki/File:1966_Innocenti_Lambretta_Li125_Special_Metallic_Blue_1.jpg,oui,,125 Special: 1965–1969 / 150 Special: 1963–1966,73,,Wikipedia EN (CC BY-SA 4.0)
norton-model-50,Norton,norton,Norton Model 50,Norton Model 50,Norton Model 50,,,,,,oui,104.0,328,non,1,Norton Model 50,Royaume-Uni,britannique,,1933,1963,348.0,Monocylindre,,18.2,13.42,6000,,,147.42,à sec,147.42,,,,,,,,,oui,"13.4 kW, 0.091 kW/kg",348cc pushrod OHV four-stroke single,,,4-speed to final chain drive,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/1938_Norton_Model_50_right_hand_side.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7060658,https://en.wikipedia.org/wiki/Norton_Model_50,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/1938_Norton_Model_50_right_hand_side.jpg/960px-1938_Norton_Model_50_right_hand_side.jpg,CC BY-SA 4.0,Yesterdays Antique Motorcycles,https://commons.wikimedia.org/wiki/File:1938_Norton_Model_50_right_hand_side.jpg,oui,,"1933-1939, 1956-1963",47,,Wikipedia EN (CC BY-SA 4.0)
yamaha-ta125,Yamaha,yamaha,Yamaha TA 125,Yamaha TA 125,Yamaha TA 125,,,,,,oui,103.7,228,non,0,Yamaha TA125,Japon,japonaise,Compétition,1973,1975,124.0,,,24.3,17.9,12750,,,81.0,à sec,81.0,,,,1790.0,520.0,,13.6,,non,rapport 0.221 kW/kg > 0.2,"124 cc, 2-cylinder, 2-stroke",,,5-speed,,Twin-shock,Drum brakes,"18""",,,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Yamaha_TA125_1973_HeadOn_Lake_Mirror_Cassic_16Oct2010_%2814690540808%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q115802683,https://en.wikipedia.org/wiki/Yamaha_TA125,,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Yamaha_TA125_1973_HeadOn_Lake_Mirror_Cassic_16Oct2010_%2814690540808%29.jpg,CC BY 2.0,Valder137,https://commons.wikimedia.org/wiki/File:Yamaha_TA125_1973_HeadOn_Lake_Mirror_Cassic_16Oct2010_(14690540808).jpg,oui,,1973-1975,67,,Wikipedia EN (CC BY-SA 4.0)
yamaha-ds7,Yamaha,yamaha,Yamaha DS7,Yamaha DS7,Yamaha DS7,,,,,,oui,103.6,611,non,0,Yamaha DS7,Japon,japonaise,Roadster,1970,1972,247.0,,,30.4,22.37,7500,,,,,,,,,,,,,,à vérifier,poids inconnu,247 cc two-stroke twin,54 × 54 mm,,,,,,,,,Yamaha RD250,Yamaha YDS7,https://upload.wikimedia.org/wikipedia/commons/f/fb/Ds7.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q8047680,https://en.wikipedia.org/wiki/Yamaha_DS7,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Ds7.jpg,CC BY-SA 3.0,Gail Kahle,https://commons.wikimedia.org/wiki/File:Ds7.jpg,oui,,1970-1972,33,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-ksr110,Kawasaki,kawasaki,Kawasaki KSR110,Kawasaki KSR110,Kawasaki KSR110,,,,,,oui,103.4,470,non,2,Kawasaki KSR110,Japon,japonaise,Minibike,,,110.0,Monocylindre,Air,,,,,,,,,,,,,,,,,,,"110 cc, air-cooled, 4-stroke, single",,,4-speed semi-automatic (centrifugal clutch),,,,,,,Kawasaki Z125,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Ksr110.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q6379781,https://en.wikipedia.org/wiki/Kawasaki_KSR110,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ksr110.jpg/960px-Ksr110.jpg,CC BY-SA 3.0,ウェルワィ,https://commons.wikimedia.org/wiki/File:Ksr110.jpg,oui,,,33,,Wikipedia EN (CC BY-SA 4.0)
mv-agusta-125-pullman,MV Agusta,mv-agusta,MV Agusta 125 Pullman,MV Agusta 125 Pullman,MV Agusta 125 Pullman,,,,,,oui,103.3,134,non,2,MV Agusta 125 Pullman,Italie,italienne,Roadster,1953,1958,123.5,,,5.1,3.73,4500,,,,,,,,1870.0,,,,,75.0,à vérifier,poids inconnu,123.5 cc Two-stroke,53 × 56 mm,6:1,"Wet multi-plate clutch, 3 gears (4 gears on Super Pullman), chain drive",Pullman: Single cradle / Super Pullman: Pressed steel beam,"Front: Telescopic forks (Pullman), Earles forks (Super Pullman / Rear: Swinging arm","Drum brakes, 125 mm diameter",Pullman: 3.50 x 15 / Super Pullman: 2.75 x 18,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/MV_Agusta_grey_vl.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3841709,https://en.wikipedia.org/wiki/MV_Agusta_125_Pullman,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/MV_Agusta_grey_vl.jpg/960px-MV_Agusta_grey_vl.jpg,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:MV_Agusta_grey_vl.jpg,oui,,1953-1958,67,,Wikipedia EN (CC BY-SA 4.0)
bimota-yb10,Bimota,bimota,Bimota YB10,Bimota YB10,Bimota YB10,Bimota YB10,Bimota YB10,,,,oui,103.1,25,oui,1,Bimota YB10,Italie,italienne,Sportive,1991,1994,1002.0,,Liquide,145.0,106.65,10000.0,,8500.0,188.0,à sec,188.0,,,,,,,,278.0,non,puissance > 35 kW,"4 cylindres en ligne, 4 temps refroidissement liquide",,,par chaîne,périmétrique,fourche télescopique ∅ 40 mm / monoamortisseur,"2 disques ∅ 320 mm, étriers 4 pistons / 1 disque ∅ 230 mm, étrier 1 pistons",,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d0/Bimota_YB10.jpg,Q2903859,https://fr.wikipedia.org/wiki/Bimota_YB10,https://fr.wikipedia.org/wiki/Bimota_YB10,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Bimota_YB10.jpg/960px-Bimota_YB10.jpg,CC BY-SA 2.0,"Michael Giorgi from Mississauga, Canada",https://commons.wikimedia.org/wiki/File:Bimota_YB10.jpg,oui,,1991 - 1994,60,,Wikipédia FR (CC BY-SA 4.0)
