modele_id,marque,marque_id,modele,nom_complet,nom_affichage,nom_fr,titre_fr,type_fr,prix_lancement_eur,prix_source,marche_fr,priorite,vues_60j,a_version_fr,nb_langues,titre_wikipedia,pays_origine,ecole,categorie,annee_debut,annee_fin,cylindree_cc,architecture,refroidissement,puissance_ch,puissance_kw,puissance_tr_min,couple_nm,couple_tr_min,poids_kg,poids_type,poids_sec_kg,poids_tous_pleins_kg,hauteur_selle_mm,empattement_mm,longueur_mm,largeur_mm,hauteur_mm,reservoir_l,vitesse_max_kmh,a2_compatible,a2_detail,moteur,alesage_course,compression,transmission,cadre,suspension,freins,pneus,consommation,predecesseur,successeur,aussi_appele,image_url,wikidata_id,url_wikipedia,url_wikipedia_fr,source_specs_fr,image_vignette,image_licence,image_auteur,image_page,image_utilisable,resume_fr,production_raw,completude_pct,alertes,source
kawasaki-kdx200,Kawasaki,kawasaki,Kawasaki KDX200,Kawasaki KDX200,Kawasaki KDX200,,,,,,oui,29.0,0,non,0,Kawasaki KDX200,Japon,japonaise,Tout-terrain,1983,2006,198.0,Monocylindre,Liquide,27.4,20.13,,,,,,,,,,,,,,,à vérifier,poids inconnu,"198 cc single-cylinder, air cooled (83-87), liquid-cooled (88-06), 2-stroke",,7.7 : 1 high speed / 9.2 : 1 low speed,,,"Telescoping fork, Uni-Trak swingarm",,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Kawasaki_1987_KDX200.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q17050239,https://en.wikipedia.org/wiki/Kawasaki_KDX200,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/Kawasaki_1987_KDX200.jpg,CC BY-SA 3.0,Prognation,https://commons.wikimedia.org/wiki/File:Kawasaki_1987_KDX200.jpg,oui,,1983-2006,40,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-kx500,Kawasaki,kawasaki,Kawasaki KX500,Kawasaki KX500,Kawasaki KX500,,,,,,oui,29.0,0,non,0,Kawasaki KX500,Japon,japonaise,Tout-terrain,1983,2004,499.0,Monocylindre,Liquide,,,,,,,,,,,,,,,,144.84,,,499 cc liquid-cooled two-stroke single,86 × 86 mm,8.4:1,,,,,,,Kawasaki SR500,Kawasaki KX450F,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Kawasaki_KX_500.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q25062244,https://en.wikipedia.org/wiki/Kawasaki_KX500,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kawasaki_KX_500.jpg/960px-Kawasaki_KX_500.jpg,CC BY 2.0,Robert Tadlock from Westminster,https://commons.wikimedia.org/wiki/File:Kawasaki_KX_500.jpg,oui,,1983-2004,40,,Wikipedia EN (CC BY-SA 4.0)
kawasaki-z750-twin,Kawasaki,kawasaki,Kawasaki Z750 twin,Kawasaki Z750 twin,Kawasaki Z750 twin,,,,,,oui,29.0,0,non,0,Kawasaki Z750 twin,Japon,japonaise,Routière / GT,1975,1979,745.0,,Air,,,,,,,,,,,1447.8,2159.0,812.8,1143.0,,,,,"745 cc air-cooled, four-stroke, twin cylinder",78 × 78 mm,,,"Tubular Steel, heavily gusseted, double cradle",,Single disc front and rear,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Kawasaki_Z750.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q85773802,https://en.wikipedia.org/wiki/Kawasaki_Z750_twin,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Kawasaki_Z750.jpg/960px-Kawasaki_Z750.jpg,CC BY-SA 3.0,,https://commons.wikimedia.org/wiki/File:Kawasaki_Z750.jpg,oui,,1975–1979,40,,Wikipedia EN (CC BY-SA 4.0)
royal-enfield-super-meteor,Royal Enfield,royal-enfield,Super Meteor,Royal Super Meteor,Royal Super Meteor,,,,,,oui,29.0,0,non,0,Royal Enfield Super Meteor,Inde,indienne,,1952,1962,692.0,Twin parallèle,Air,,,,,,185.97,tous pleins faits,,185.97,,,,,,,,,,692 cc air-cooled overhead valve parallel-twin,,,"four-speed, chain final drive",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/43/Royal_Enfield_Super_Meteor_1957.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q17030044,https://en.wikipedia.org/wiki/Royal_Enfield_Super_Meteor,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Royal_Enfield_Super_Meteor_1957.JPG/960px-Royal_Enfield_Super_Meteor_1957.JPG,CC BY 3.0,Thruxton,https://commons.wikimedia.org/wiki/File:Royal_Enfield_Super_Meteor_1957.JPG,oui,,1952–1962,40,,Wikipedia EN (CC BY-SA 4.0)
vincent-meteor,Vincent,vincent,"Vincent HRD Comet, Series A","Vincent HRD Comet, Series A","Vincent HRD Comet, Series A",,,,,,oui,29.0,0,non,1,Vincent Meteor,Royaume-Uni,britannique,,1935,1935,499.0,Monocylindre,Air,,,5300,,,187.33,à sec,187.33,,,,,,,,,,,"499 cc single cylinder, OHV, air cooled",,,four speed,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/HRD_1937_Comet_1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7931949,https://en.wikipedia.org/wiki/Vincent_Meteor,,,https://upload.wikimedia.org/wikipedia/commons/4/42/HRD_1937_Comet_1.jpg,CC BY-SA 3.0,Piero at Dutch Wikipedia,https://commons.wikimedia.org/wiki/File:HRD_1937_Comet_1.jpg,oui,,1935-55,40,,Wikipedia EN (CC BY-SA 4.0)
yamaha-jog,Yamaha,yamaha,Yamaha Jog,Yamaha Jog,Yamaha Jog,,,,,,oui,29.0,0,non,2,Yamaha Jog,Japon,japonaise,Scooter / Cyclomoteur,1983,2014,49.0,Monocylindre,Air,,,,,,,,,,,,,,,,,,,49 cc air-cooled two-stroke Minarelli single-cylinder,,"7,3:1",Continuously Variable Transmission,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/YAMAHA_JOG-SPORTS.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q4993787,https://en.wikipedia.org/wiki/Yamaha_Jog,,,https://upload.wikimedia.org/wikipedia/commons/9/91/YAMAHA_JOG-SPORTS.JPG,CC BY-SA 3.0,mekadon3xvtzr,https://commons.wikimedia.org/wiki/File:YAMAHA_JOG-SPORTS.JPG,oui,,1983-2014,40,,Wikipedia EN (CC BY-SA 4.0)
yamaha-ra41,Yamaha,yamaha,Yamaha RA41,Yamaha RA41,Yamaha RA41,,,,,,oui,29.0,0,non,0,Yamaha RA41,Japon,japonaise,,1961,1961,124.0,Monocylindre,,20.3,14.91,10000,,,,,,,,,,,,,,à vérifier,poids inconnu,"124 cc, single-cylinder, 2-stroke",,,6-speed,,Telescopic hydraulic fork (front) / dual-shock absorbers with adjustable preload (rear),Drum brakes,,,,,,,Q115801368,https://en.wikipedia.org/wiki/Yamaha_RA41,,,,,,,inconnu,,1961,40,,Wikipedia EN (CC BY-SA 4.0)
yamaha-ra75,Yamaha,yamaha,Yamaha RA75,Yamaha RA75,Yamaha RA75,,,,,,oui,29.0,0,non,0,Yamaha RA75,Japon,japonaise,,1963,1963,125.0,Monocylindre,,25.3,18.64,12000,,,,,,,,,,,,,,à vérifier,poids inconnu,125 cc single-cylinder 2-stroke,,,6-speed,,Telescopic hydraulic fork (front) / dual-shock absorbers with adjustable preload (rear),Drum brakes,,,,,,,Q115801236,https://en.wikipedia.org/wiki/Yamaha_RA75,,,,,,,inconnu,,1963,40,,Wikipedia EN (CC BY-SA 4.0)
yamaha-xj1100,Yamaha,yamaha,Yamaha XJ1100,Yamaha XJ1100,Yamaha XJ1100,,,,,,oui,29.0,0,non,0,Yamaha XJ1100,Japon,japonaise,Roadster,1982,1982,1101.0,,,,,,,,,,,,,,,,,13.0,,,,"1101 cc, four stroke, DOHC, transverse four",71.5 × 68.6 mm,9.0:1,"5-speed manual, shaft drive",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/Xj1100_photo_with_windshield.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q96415735,https://en.wikipedia.org/wiki/Yamaha_XJ1100,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Xj1100_photo_with_windshield.jpg/960px-Xj1100_photo_with_windshield.jpg,CC BY-SA 4.0,Macg1234,https://commons.wikimedia.org/wiki/File:Xj1100_photo_with_windshield.jpg,oui,,"1982 in US, 83-84 in Canada",40,,Wikipedia EN (CC BY-SA 4.0)
garelli-cross,,,Garelli Cross,Garelli Cross,Garelli Cross,,,,,,non,28.5,0,non,1,Garelli Cross,,,Scooter / Cyclomoteur,1967,1972,,Monocylindre,Air,6.3,4.62,,,,69.0,à sec,69.0,,,1170.0,,,,,75.0,oui,"4.6 kW, 0.067 kW/kg","Single-cylinder, two-stroke, air-cooled",40 mm × 39 mm,12:1,4-speed foot-shift manual,Tubular steel with engine skid plate,"Telescopic fork (front), swingarm with dual adjustable shock absorbers (rear)",Drum brakes front and rear (full hub with dual shoes),"2½ × 17"" (front), 2.50 × 17"" (rear)",approx. 2 L/100 km,,,,https://upload.wikimedia.org/wikipedia/commons/a/a9/Garelli_Cross_1968_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q134487330,https://en.wikipedia.org/wiki/Garelli_Cross,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Garelli_Cross_1968_01.jpg/960px-Garelli_Cross_1968_01.jpg,CC BY-SA 3.0,Huhu Uet,https://commons.wikimedia.org/wiki/File:Garelli_Cross_1968_01.jpg,oui,,1967–1972,73,hauteur_selle_mm=1010.0 hors [500-1000],Wikipedia EN (CC BY-SA 4.0)
hero-passion,Hero Honda,hero-honda,Hero Honda Passion,Hero Honda Passion,Hero Honda Passion,,,,,,non,28.0,0,non,1,Hero Passion,Inde,indienne,Roadster,2001,,100.0,Monocylindre,Air,8.0,5.9,,8.05,,,,,,,1235.0,1980.0,720.0,1060.0,12.8,,à vérifier,poids inconnu,"100 cc OHC, air-cooled, 4-stroke, single",,,4-speed constant mesh manual,,Front: telescopic fork / Rear: swingarm,Front: drum / Rear: drum,Front: 2.75 × 18-42P/4PR / Rear: 3.00 × 18-48P/6PR,,Hero Honda Sleek,,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hero_Honda_Passion.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5742701,https://en.wikipedia.org/wiki/Hero_Passion,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Hero_Honda_Passion.jpg/960px-Hero_Honda_Passion.jpg,CC BY-SA 2.0,Herbert Spencer,https://commons.wikimedia.org/wiki/File:Hero_Honda_Passion.jpg,oui,,2001–present,80,,Wikipedia EN (CC BY-SA 4.0)
panther-model-100,Panther,panther,Panther Model 100,Panther Model 100,Panther Model 100,,,,,,non,28.0,0,non,0,Panther Model 100,Royaume-Uni,britannique,,1932,1963,598.0,Monocylindre,Air,23.3,17.15,,,,192.78,à sec,192.78,,711.2,1371.6,2108.2,,,,113.0,oui,"17.1 kW, 0.089 kW/kg","598 cc air cooled, single cylinder, overhead valve, pushrod four stroke",87 × 100 mm,,Four speed. Multi-plate clutch in oil,,,"8in. front drum, 7in. rear drum","Front tyre 3.25 × 19in., Rear tyre 3.50 × 19in.",,Model 60,Model 120,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Panther_100_600_cc_1936.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q7131798,https://en.wikipedia.org/wiki/Panther_Model_100,,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Panther_100_600_cc_1936.jpg,CC BY-SA 4.0,Yesterdays Antique Motorcycles,https://commons.wikimedia.org/wiki/File:Panther_100_600_cc_1936.jpg,oui,,1932 to 1963,80,,Wikipedia EN (CC BY-SA 4.0)
benelli-adiva,Benelli,benelli,Benelli Adiva,Benelli Adiva,Benelli Adiva,,,,,,oui,28.0,0,non,3,Benelli Adiva,Italie,italienne,Scooter / Cyclomoteur,2000,2006,,,,,,,,,,,,,,,,,,,,,,Piaggio LEADER / 125 - 124 cm3 / 150 - 151 cm3,,,,,,,,,,Adiva AD250,Renault Fulltime,https://upload.wikimedia.org/wikipedia/commons/5/5f/Benelli_Adiva_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q817102,https://en.wikipedia.org/wiki/Benelli_Adiva,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Benelli_Adiva_01.jpg/960px-Benelli_Adiva_01.jpg,CC BY 2.0,Alex Erde,https://commons.wikimedia.org/wiki/File:Benelli_Adiva_01.jpg,oui,,2000–2006,20,,Wikipedia EN (CC BY-SA 4.0)
honda-crf450r,Honda,honda,Honda CRF450R,Honda CRF450R,Honda CRF450R,,,,,,oui,28.0,0,non,3,Honda CRF450R,Japon,japonaise,Tout-terrain,,,,Monocylindre,Liquide,,,,,,,,,,,,,,,,,,,"SOHC, multivalve, water-cooled, four-stroke, single",,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/Honda_Talon_%2852485848578%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q9293532,https://en.wikipedia.org/wiki/Honda_CRF450R,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Honda_Talon_%2852485848578%29.jpg/960px-Honda_Talon_%2852485848578%29.jpg,CC BY-SA 4.0,"Tomás Del Coro from Fabulous Las Vegas, Nevada, USA",https://commons.wikimedia.org/wiki/File:Honda_Talon_(52485848578).jpg,oui,,,20,,Wikipedia EN (CC BY-SA 4.0)
piaggio-beverly,Piaggio,piaggio,Piaggio Beverly,Piaggio Beverly,Piaggio Beverly,,,,,,oui,28.0,0,non,3,Piaggio Beverly,Italie,italienne,Scooter / Cyclomoteur,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/33/Piaggio_Beverly_NewYork_Police_2007.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3901841,https://en.wikipedia.org/wiki/Piaggio_Beverly,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Piaggio_Beverly_NewYork_Police_2007.jpg/960px-Piaggio_Beverly_NewYork_Police_2007.jpg,CC BY 2.0,Lawrence,https://commons.wikimedia.org/wiki/File:Piaggio_Beverly_NewYork_Police_2007.jpg,oui,,2001–present,20,,Wikipedia EN (CC BY-SA 4.0)
yadea-g5,,,Yadea G5,Yadea G5,Yadea G5,,,,,,non,28.0,0,non,1,Yadea G5,,,Scooter / Cyclomoteur,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e6/Yadea_G5_2023-09-24_%28bearb_Sp%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q122891214,https://en.wikipedia.org/wiki/Yadea_G5,,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Yadea_G5_2023-09-24_%28bearb_Sp%29.jpg/960px-Yadea_G5_2023-09-24_%28bearb_Sp%29.jpg,CC BY-SA 4.0,Wikisympathisant,https://commons.wikimedia.org/wiki/File:Yadea_G5_2023-09-24_(bearb_Sp).jpg,oui,,2021-present,20,,Wikipedia EN (CC BY-SA 4.0)
hero-honda-karizma-zmr,Hero Honda,hero-honda,Hero Honda Karizma ZMR,Hero Honda Karizma ZMR,Hero Honda Karizma ZMR,,,,,,non,27.5,0,non,1,Hero Honda Karizma ZMR,Inde,indienne,Routière / GT,2009,2020,223.0,Monocylindre,Air/huile,,,,,,,,,,,1350.0,2110.0,805.0,1175.0,,,,,"223 cc Air-cooled engine, Oil Cooled, four-stroke cycle, single piston, electric start",,,5-speed Manual,,"Front: Telescopic fork, 135 mm travel / Rear: Swing arm",Front: 276 mm (Disc brake) / Rear:240 mm (Disc brake),Front:2.75*18 / Rear:100/90*18,,Hero Honda Karizma / Hero Honda Karizma R,Hero Xtreme / Hero Karizma XMR,,,Q5742711,https://en.wikipedia.org/wiki/Hero_Honda_Karizma_ZMR,,,,,,,inconnu,,2009 - 2020,53,,Wikipedia EN (CC BY-SA 4.0)
bashan-125r,,,Bashan 125R,Bashan 125R,Bashan 125R,,,,,,non,27.5,0,non,1,Bashan 125R,,,Sportive,2010,,124.6,,,,,,,,121.0,à sec,121.0,,,,1975.0,690.0,1100.0,11.0,,,,124.6 cc SOHC 4-stroke 2-valve Balance Shaft,,,5-Speed manual,"Diamond, steel twin-spar",Front: inverted telescopic forks / Rear: monoshock swingarm,Disc front and rear,,,,,Jonway Bashan 125R (In South Africa),https://upload.wikimedia.org/wikipedia/commons/0/0c/Bashan125r.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q4866770,https://en.wikipedia.org/wiki/Bashan_125R,,,https://upload.wikimedia.org/wikipedia/commons/0/0c/Bashan125r.jpg,Public domain,Bashan125r,https://commons.wikimedia.org/wiki/File:Bashan125r.jpg,oui,,2010–Present,53,,Wikipedia EN (CC BY-SA 4.0)
hero-karizma-zmr,,,Hero Karizma ZMR,Hero Karizma ZMR,Hero Karizma ZMR,,,,,,non,27.5,0,non,0,Hero Karizma ZMR,,,Routière / GT,2009,2020,223.0,Monocylindre,Air/huile,,,,,,,,,,,1350.0,2110.0,805.0,1175.0,,,,,"223 cc FI, air-cooled (with oil cooler), four-stroke cycle, single",,,5-speed manual,,"Front: Telescopic fork, 135 mm travel / Rear: Swingarm",Front: 276/260 mm (disc) / Rear: 130/230 mm disc brake,Front:2.75*18 / Rear:100*18,,Karizma R,Karizma XMR,,,Q16843231,https://en.wikipedia.org/wiki/Hero_Karizma_ZMR,,,,,,,inconnu,,2009-2020,53,,Wikipedia EN (CC BY-SA 4.0)
aprilia-mojito,Aprilia,aprilia,Mojito / Habana,Aprilia Mojito / Habana,Aprilia Mojito / Habana,,,,,,oui,27.4,0,non,2,Aprilia Mojito,Italie,italienne,Scooter / Cyclomoteur,1999,2002,50.0,,,,,,,,,,,,,,,,,,,,,"50cc, 125cc or 150cc",,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Aprilia_Habana_02.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q4782103,https://en.wikipedia.org/wiki/Aprilia_Mojito,,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Aprilia_Habana_02.jpg,CC BY 2.0,Alexander Kaiser,https://commons.wikimedia.org/wiki/File:Aprilia_Habana_02.jpg,oui,,1999-2002,27,,Wikipedia EN (CC BY-SA 4.0)
bmw-r100,BMW,bmw,R100,BMW R100,BMW R100,,,,,,oui,27.4,0,non,2,BMW R100,Allemagne,allemande,,1976,1996,,Flat-twin (boxer),,,,,,,,,,,,,,,,,,,,laterally opposed 2-cylinder boxer,73.5 × 70.6 to 94 × 70.6,,5-speed,,,,,,BMW /6,"BMW R1100 Series, BMW ""Oilhead""","Slash 7 ""Airhead""",https://upload.wikimedia.org/wikipedia/commons/f/f9/BMW_R100RS.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q18163039,https://en.wikipedia.org/wiki/BMW_R100,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/BMW_R100RS.jpg/960px-BMW_R100RS.jpg,CC BY-SA 3.0,JanH015,https://commons.wikimedia.org/wiki/File:BMW_R100RS.jpg,oui,,1976–1996,27,,Wikipedia EN (CC BY-SA 4.0)
brough-superior-ss80,Brough Superior,brough-superior,Brough Superior SS80,Brough Superior SS80,Brough Superior SS80,,,,,,oui,27.4,0,non,1,Brough Superior SS80,Royaume-Uni,britannique,,1922,1939,990.0,V-twin,,,,,,,,,,,,,,,,,,,,990 cc 50 degree V-twin,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/25/1924_Brough_Superior_SS_80_right.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3645404,https://en.wikipedia.org/wiki/Brough_Superior_SS80,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/1924_Brough_Superior_SS_80_right.JPG/960px-1924_Brough_Superior_SS_80_right.JPG,CC BY-SA 3.0,Dennis Bratland,https://commons.wikimedia.org/wiki/File:1924_Brough_Superior_SS_80_right.JPG,oui,,1922 to 1939,27,,Wikipedia EN (CC BY-SA 4.0)
honda-ct-series,Honda,honda,1961 Honda C100H Hunter Cub,Honda 1961 Honda C100H Hunter Cub,Honda 1961 Honda C100H Hunter Cub,,,,,,oui,27.4,0,non,1,Honda CT series,Japon,japonaise,Trail / Aventure,,,49.0,,,,,,,,,,,,,,,,,,,,,49 cc OHV 4-stroke,,,"3-speed + stepped chainring, automatic clutch",,,,,,none,,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Osaka_Auto_Messe_2022_%2882%29_-_Honda_CT125_Hunter_Cub_Mid-year_2022.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q5892376,https://en.wikipedia.org/wiki/Honda_CT_series,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Osaka_Auto_Messe_2022_%2882%29_-_Honda_CT125_Hunter_Cub_Mid-year_2022.jpg/960px-Osaka_Auto_Messe_2022_%2882%29_-_Honda_CT125_Hunter_Cub_Mid-year_2022.jpg,CC BY-SA 4.0,Tokumeigakarinoaoshima,https://commons.wikimedia.org/wiki/File:Osaka_Auto_Messe_2022_(82)_-_Honda_CT125_Hunter_Cub_Mid-year_2022.jpg,oui,,,27,,Wikipedia EN (CC BY-SA 4.0)
laverda-jota,Laverda,laverda,Laverda Jota,Laverda Jota,Laverda Jota,,,,,,oui,27.4,0,non,1,Laverda Jota,Italie,italienne,Sportive,1976,1982,981.0,,Air,,,,,,,,,,,,,,,,,,,981 cc DOHC air-cooled I3,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/1976_Laverda_1000_Jota_at_Greenwich_2023.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q6502580,https://en.wikipedia.org/wiki/Laverda_Jota,,,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/1976_Laverda_1000_Jota_at_Greenwich_2023.jpg/960px-1976_Laverda_1000_Jota_at_Greenwich_2023.jpg,CC BY-SA 3.0,Mr.choppers,https://commons.wikimedia.org/wiki/File:1976_Laverda_1000_Jota_at_Greenwich_2023.jpg,oui,,1976–1982,27,,Wikipedia EN (CC BY-SA 4.0)
mv-agusta-175-series,MV Agusta,mv-agusta,MV Agusta 175,MV Agusta 175,MV Agusta 175,,,,,,oui,27.4,0,non,1,MV Agusta 175 series,Italie,italienne,Sportive,,,175.0,Monocylindre,,,,,,,,,,,,,,,,,,,,175 cc Four-stroke single-cylinder,,,,,,,,,1953-1960,,,https://upload.wikimedia.org/wikipedia/commons/1/16/MV_Agusta_175_CSS_Squalo_1957.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q22893927,https://en.wikipedia.org/wiki/MV_Agusta_175_series,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/MV_Agusta_175_CSS_Squalo_1957.jpg/960px-MV_Agusta_175_CSS_Squalo_1957.jpg,CC BY 2.0,El Caganer,https://commons.wikimedia.org/wiki/File:MV_Agusta_175_CSS_Squalo_1957.jpg,oui,,,27,,Wikipedia EN (CC BY-SA 4.0)
mv-agusta-350-racers,MV Agusta,mv-agusta,MV Agusta 350 racers,MV Agusta 350 racers,MV Agusta 350 racers,,,,,,oui,27.4,0,non,1,MV Agusta 350 racers,Italie,italienne,Compétition,1954,1976,350.0,,,,,,,,,,,,,,,,,,,,,350 cc,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b4/MV_Agusta_350_1970.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q18434273,https://en.wikipedia.org/wiki/MV_Agusta_350_racers,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/MV_Agusta_350_1970.jpg/960px-MV_Agusta_350_1970.jpg,Public domain,Snowdog,https://commons.wikimedia.org/wiki/File:MV_Agusta_350_1970.jpg,oui,,1954–1976,27,,Wikipedia EN (CC BY-SA 4.0)
malaguti-ciak,Malaguti,malaguti,Malaguti Ciak,Malaguti Ciak,Malaguti Ciak,,,,,,oui,27.4,0,non,1,Malaguti Ciak,Italie,italienne,Scooter / Cyclomoteur,1999,2011,,,,,,,,,,à sec,-120.0,,,,2000.0,,,,,,,50 Minarelli / 50 Piaggio / 100 Minarelli / 125 Kymco / 150 Kymco / 200 Kymco,,,CVT,,,,,,Malaguti Centro 50,,,https://upload.wikimedia.org/wikipedia/commons/3/3a/Malaguti_Ciak_125.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q108882232,https://en.wikipedia.org/wiki/Malaguti_Ciak,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Malaguti_Ciak_125.jpg/960px-Malaguti_Ciak_125.jpg,CC BY 4.0,Corvettec6r,https://commons.wikimedia.org/wiki/File:Malaguti_Ciak_125.jpg,oui,,1999-2011,27,poids_kg=-120.0 hors [30-500] ; empattement_mm=-1305.0 hors [900-1900] ; largeur_mm=-725.0 hors [400-1200],Wikipedia EN (CC BY-SA 4.0)
norton-interpol,Norton,norton,Norton Interpol,Norton Interpol,Norton Interpol,,,,,,oui,27.4,0,non,1,Norton Interpol,Royaume-Uni,britannique,,,,745.0,Twin parallèle,Air,,,,,,,,,,,,,,,,,,,745 - 828 cc air-cooled OHV parallel-twin,,,"Wet clutch, 4-speed, chain drive",,,,,,Norton Atlas Police model,,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Day_147_-_West_Midlands_Police_-_Archived_photograph_of_police_bike_%26_car_CROP_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q107304830,https://en.wikipedia.org/wiki/Norton_Interpol,,,https://upload.wikimedia.org/wikipedia/commons/a/ad/Day_147_-_West_Midlands_Police_-_Archived_photograph_of_police_bike_%26_car_CROP_%28cropped%29.jpg,CC BY-SA 2.0,West Midlands Police,https://commons.wikimedia.org/wiki/File:Day_147_-_West_Midlands_Police_-_Archived_photograph_of_police_bike_%26_car_CROP_(cropped).jpg,oui,,,27,,Wikipedia EN (CC BY-SA 4.0)
piaggio-boxer,Piaggio,piaggio,Piaggio Boxer,Piaggio Boxer,Piaggio Boxer,,,,,,oui,27.4,0,non,2,Piaggio Boxer,Italie,italienne,Scooter / Cyclomoteur,1970,1983,,Flat-twin (boxer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piaggio Si,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Piaggio_Boxer_2_Alpe_di_Neggia_050915.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,Q3901843,https://en.wikipedia.org/wiki/Piaggio_Boxer,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Piaggio_Boxer_2_Alpe_di_Neggia_050915.jpg/960px-Piaggio_Boxer_2_Alpe_di_Neggia_050915.jpg,CC BY-SA 4.0,NAC,https://commons.wikimedia.org/wiki/File:Piaggio_Boxer_2_Alpe_di_Neggia_050915.jpg,oui,,1970–1983,27,,Wikipedia EN (CC BY-SA 4.0)
